Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
12:47:49,07-10-2022,868568688,5708936901,12680.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:47:50,07-10-2022,9599009457,8900742620,6227.22,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Fan_Out
12:47:51,07-10-2022,7429893910,5219812723,6214.48,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:47:53,07-10-2022,7421451752,1702377336,6618.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:47:54,07-10-2022,2365007895,2812285491,13216.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:47:57,07-10-2022,2092970761,4161896327,361605.65,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_single_large
12:47:57,07-10-2022,4117755003,6646502650,8562.84,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
12:47:57,07-10-2022,5195441820,9600420220,8182.89,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:47:58,07-10-2022,14539122,6953672776,6073,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_In
12:48:08,07-10-2022,5021785800,4065028145,4395.25,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Fan_Out
12:48:09,07-10-2022,7758268667,4048410232,17742.93,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:48:09,07-10-2022,8494878354,3695545812,5601.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:48:14,07-10-2022,7978501298,6465504473,6905.59,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:48:14,07-10-2022,6116657264,224176497,4622.53,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:48:17,07-10-2022,8580470382,9618811392,12242.97,Euro,UK pounds,France,UK,Cross-border,0,Normal_Small_Fan_Out
12:48:18,07-10-2022,2365007895,5391949334,9258.37,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:48:19,07-10-2022,9941194188,8518184956,20734.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:48:19,07-10-2022,7293339277,3156498270,3434.86,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:48:19,07-10-2022,9402994493,2286910173,11915.8,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
12:48:21,07-10-2022,6380185082,1316458123,4595.33,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_In
12:48:28,07-10-2022,428005894,5267093239,3525.8,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:48:28,07-10-2022,4626052554,1429694649,11548.5,UK pounds,Indian rupee,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:48:29,07-10-2022,7788310039,5103043844,10682.22,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_In
12:48:30,07-10-2022,431554764,3331273253,86939.95,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Mutual
12:48:41,07-10-2022,816706378,1693177629,760.63,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:48:47,07-10-2022,2826317502,4270865741,4855.78,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:48:50,07-10-2022,6425422701,1504917428,3332.08,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:48:50,07-10-2022,6351828759,1517549620,86.76,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:48:51,07-10-2022,648042519,1198033871,13881.66,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:48:53,07-10-2022,9099928806,7050466687,6457.02,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
12:48:54,07-10-2022,4155741052,4057292713,4124.6,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:48:55,07-10-2022,7758268667,7778416970,7224.11,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
12:48:55,07-10-2022,9714134980,9803847813,2868.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:49:01,07-10-2022,3023037899,5103043844,31389.07,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_In
12:49:04,07-10-2022,8952177221,6424463145,12729.22,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:49:05,07-10-2022,4045011140,5628674969,6956.64,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:49:06,07-10-2022,4475683920,5572385849,16.24,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:49:06,07-10-2022,1945678182,9640003529,22930.71,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:49:07,07-10-2022,3711017685,5896180453,10993.2,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:49:08,07-10-2022,869649682,2534644942,8190.16,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
12:49:10,07-10-2022,4183388700,4833559967,590.28,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:49:11,07-10-2022,2070714595,717639401,5559.31,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:49:11,07-10-2022,1574021353,6945596182,10010.75,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:49:14,07-10-2022,5027255141,4270865741,6241.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:49:15,07-10-2022,1378784400,5224271258,16895.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:49:18,07-10-2022,3312525901,6265371097,17847.49,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:49:38,07-10-2022,8572310683,5896180453,6083.95,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:49:40,07-10-2022,1382513766,6444220418,8545.24,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:49:41,07-10-2022,3158538471,6698805571,369.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:49:41,07-10-2022,5343684154,6508588067,418.77,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:49:43,07-10-2022,2826317502,4270865741,4900.12,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:49:46,07-10-2022,7680300896,9392700144,2201.78,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:49:49,07-10-2022,2547342518,8518184956,19927.95,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:49:50,07-10-2022,9436897258,157935948,6019.1,UK pounds,Yen,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:49:53,07-10-2022,5869567125,8518184956,7005.56,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:49:57,07-10-2022,354061740,219128841,9701.77,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:49:58,07-10-2022,826653192,1431561040,11337.76,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:50:00,07-10-2022,6026526172,9232728841,1698.25,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
12:50:01,07-10-2022,9136318143,2138505015,7196.56,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Fan_In
12:50:02,07-10-2022,8456279067,3681770380,22181.23,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:50:03,07-10-2022,2369116599,4173195094,16341.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:50:05,07-10-2022,7548422007,4270865741,7678.96,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:50:07,07-10-2022,8237941067,9105769228,5873.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:50:13,07-10-2022,2981525660,8895741494,2354.08,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:50:16,07-10-2022,3452368468,2111706195,14860.86,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:50:17,07-10-2022,371458209,6070906973,430.62,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:50:21,07-10-2022,5460360634,5882500635,1838.14,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:50:23,07-10-2022,4927310100,5384712251,1900.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:50:26,07-10-2022,2136023308,2650600631,5952.12,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:50:26,07-10-2022,4083626700,3531296156,22017.75,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:50:26,07-10-2022,6514324496,3901789467,8966.39,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
12:50:28,07-10-2022,7423492101,8172080174,10947.67,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:50:29,07-10-2022,6799939543,556871543,11378.9,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:50:31,07-10-2022,5582784249,3240525083,56.8,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:50:32,07-10-2022,5424728274,4336977506,5134.36,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:50:35,07-10-2022,8513630384,8401906350,492.34,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:50:39,07-10-2022,3310157274,2413756718,1222.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:50:41,07-10-2022,4203072348,8715127537,1181.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:50:42,07-10-2022,7122195351,147138958,11412.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:50:45,07-10-2022,4899332114,6034997194,10122.56,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:50:45,07-10-2022,5714926472,2534644942,5115.01,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
12:50:48,07-10-2022,4500376293,5816939465,15612.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:50:52,07-10-2022,5850804427,8126657622,6565.01,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:50:53,07-10-2022,6086421020,8785037379,8283.13,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:50:54,07-10-2022,4121324384,114960068,8548.31,Euro,Dirham,Spain,UAE,Cross-border,0,Normal_Fan_Out
12:50:54,07-10-2022,9734083970,7428731807,5018.01,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:50:54,07-10-2022,9529928225,4173195094,6532.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:50:55,07-10-2022,1426850668,3350955567,3008.31,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:50:55,07-10-2022,4192345805,8122269390,207.27,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:51:00,07-10-2022,4737118318,6281764313,1153.4,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:51:01,07-10-2022,5894944078,6809988965,5264.91,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:51:05,07-10-2022,2505275986,1309177624,227.12,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:51:05,07-10-2022,7707810729,8246020125,384.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:51:17,07-10-2022,3614082527,1732858296,9330.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:51:19,07-10-2022,9028283018,4929206320,4297.25,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:51:20,07-10-2022,6979197118,7218000124,24300.77,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Mutual
12:51:22,07-10-2022,1163488941,6968888001,1542.25,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:51:24,07-10-2022,2567778405,2023751762,1055.52,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:51:24,07-10-2022,7561269221,1593542958,1472.15,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:51:25,07-10-2022,1653637336,646897776,343.71,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:51:25,07-10-2022,6086421020,3819548816,4770.18,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:51:27,07-10-2022,9821473719,7911838705,3786.07,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
12:51:33,07-10-2022,1078784207,8673917867,8660.55,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:51:35,07-10-2022,420570262,5103043844,6035.63,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_In
12:51:38,07-10-2022,8053683950,6522784509,6187.7,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
12:51:39,07-10-2022,5293966138,3079818547,14536.13,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:51:44,07-10-2022,6472339869,2317222461,391.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:51:46,07-10-2022,8137373839,4660574028,1774.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:51:46,07-10-2022,5937469545,1924386173,3732.84,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:51:49,07-10-2022,3546760302,4858692308,4977.61,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
12:51:54,07-10-2022,1378784400,8617902721,6244.78,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:51:54,07-10-2022,3871091716,7364302135,207.31,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:51:59,07-10-2022,7983236375,9731460197,9946.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:51:59,07-10-2022,9366381483,8782574328,589.56,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:52:04,07-10-2022,5702595560,8094758519,1987.74,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:52:11,07-10-2022,3452368468,7131477851,5219.53,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
12:52:14,07-10-2022,9299398344,8895096015,213.08,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:52:21,07-10-2022,759950748,7523088692,701.89,Euro,UK pounds,Austria,UK,Cross-border,0,Normal_Group
12:52:22,07-10-2022,9870356578,2127593684,196.57,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:52:28,07-10-2022,9734083970,2792106785,7820.55,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:52:30,07-10-2022,6405814883,1248761149,2892.13,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:52:30,07-10-2022,9266866834,9557126380,137.07,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:52:34,07-10-2022,3510078932,8722924810,8049.53,UK pounds,Albanian lek,UK,Albania,Cross-border,0,Normal_Fan_Out
12:52:35,07-10-2022,6404844146,5628674969,6578.11,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:52:37,07-10-2022,6405814883,4250513480,1833.84,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:52:41,07-10-2022,3905907712,6432210990,1575.78,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:52:42,07-10-2022,6954695719,1044407325,10060.98,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:52:44,07-10-2022,3504832350,3695545812,4737.81,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:52:47,07-10-2022,6411476316,8352571580,9764.51,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:52:50,07-10-2022,4106833178,1695584314,1729.41,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
12:52:52,07-10-2022,7669236826,5112224952,9694.87,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:52:58,07-10-2022,2348186221,2886346673,6046.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:52:59,07-10-2022,9658628699,3695545812,12137.6,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:53:04,07-10-2022,7307153455,7757911427,869.54,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:53:04,07-10-2022,4390278719,8172080174,25508.09,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:53:10,07-10-2022,4890175716,5057380538,478.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:53:11,07-10-2022,3491306657,3661346932,310.04,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:53:13,07-10-2022,5774648533,7892884492,10972.59,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Fan_In
12:53:17,07-10-2022,465072092,3330832813,1083.58,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:53:18,07-10-2022,4677082047,8706047954,1359.63,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:53:18,07-10-2022,3465671884,6034997194,5837.65,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:53:18,07-10-2022,8686443013,3695545812,8212.4,UK pounds,Euro,UK,UK,Debit card,0,Normal_Fan_In
12:53:19,07-10-2022,4636265179,7818457449,619.35,Albanian lek,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:53:23,07-10-2022,8952177221,4269977194,7451.12,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:53:23,07-10-2022,1706196950,3695545812,4876.73,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:53:26,07-10-2022,997621089,9722801226,8040.71,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:53:27,07-10-2022,6162333930,2750271635,10351.83,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:53:28,07-10-2022,3944744151,4884600118,625.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:53:33,07-10-2022,7618340734,7129601367,1483.17,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:53:37,07-10-2022,8730244405,7080357663,6687.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:53:40,07-10-2022,5931916555,1086488027,460.88,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:53:47,07-10-2022,3872480644,7194488615,238.44,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:53:50,07-10-2022,3954481733,1310453715,7934,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:53:52,07-10-2022,6320582455,8673917867,8447.13,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:53:53,07-10-2022,2812099632,3372935605,57.67,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:53:55,07-10-2022,5452687367,6444220418,8283.28,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:53:55,07-10-2022,6681240712,18772233,3359.58,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
12:54:00,07-10-2022,8952177221,901136288,7167.36,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
12:54:01,07-10-2022,8730244405,7080357663,6721.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:54:08,07-10-2022,2285885463,7097759463,8517.33,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:54:08,07-10-2022,8952177221,6404529552,7759.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:54:12,07-10-2022,8221216438,5541000761,2390.11,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:54:14,07-10-2022,9021870555,3695545812,6213.37,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:54:17,07-10-2022,6541552727,5393260130,8147.15,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Fan_Out
12:54:20,07-10-2022,1661670709,2397551309,3854.49,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:54:20,07-10-2022,7570225629,1493436023,4334.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:54:26,07-10-2022,9625477861,1971013437,5068.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:54:27,07-10-2022,3329586066,3086341355,3253.56,UK pounds,Indian rupee,UK,India,Cross-border,0,Normal_Small_Fan_Out
12:54:28,07-10-2022,9059255367,1348012821,2946.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:54:34,07-10-2022,8535945311,4672005977,1470.81,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:54:38,07-10-2022,7877700106,2534644942,25412.46,Albanian lek,Euro,UK,France,Cross-border,0,Normal_Fan_In
12:54:39,07-10-2022,3977956775,5363117119,9667.21,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:54:40,07-10-2022,675669049,4348868412,7285.78,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:54:40,07-10-2022,2022460892,4582379021,101.8,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:54:41,07-10-2022,7474909535,4684121457,86.76,UK pounds,Dirham,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:54:43,07-10-2022,2227139280,1424693007,12857.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
12:54:49,07-10-2022,1381060944,1322542482,456.38,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:54:50,07-10-2022,6225074603,3220735304,14416.75,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:54:50,07-10-2022,3510078932,2683968729,23204.75,Yen,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:54:51,07-10-2022,5946484518,9600420220,17583.1,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:54:52,07-10-2022,2412955813,5103043844,42372.24,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_In
12:54:52,07-10-2022,4308900521,7787085852,2699.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:54:54,07-10-2022,8053683950,6522784509,6024.1,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
12:54:54,07-10-2022,8350272799,8298596636,1174.26,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:54:57,07-10-2022,6017583380,540966878,4812.92,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:54:57,07-10-2022,7501327339,8617863283,5894.68,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
12:55:00,07-10-2022,3835880796,1808407957,7413.17,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
12:55:02,07-10-2022,5632388235,8290285433,1660.23,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:55:04,07-10-2022,5396748228,9105769228,25055.84,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:55:05,07-10-2022,5470113126,3661025271,8748.05,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Periodical
12:55:05,07-10-2022,7474613980,8352571580,11873.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:55:07,07-10-2022,1838750007,7143620325,1998.01,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:55:09,07-10-2022,8456279067,330109509,11352.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:55:11,07-10-2022,1168600456,4822369018,3110.5,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:55:14,07-10-2022,4423318738,5431755091,3076.1,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:55:18,07-10-2022,3510078932,360722730,10262.32,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:55:19,07-10-2022,5774648533,7892884492,11025.22,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Fan_In
12:55:25,07-10-2022,3015237774,1791681033,434.3,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:55:30,07-10-2022,675669049,4898116032,12132.43,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:55:34,07-10-2022,4082552798,4173195094,11938.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:55:37,07-10-2022,1307833471,3826795727,2591.95,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:55:39,07-10-2022,7556874867,8092477684,15332.35,UK pounds,Euro,UK,France,Cross-border,0,Normal_Small_Fan_Out
12:55:40,07-10-2022,6953025430,8540332707,4867.35,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Small_Fan_Out
12:55:46,07-10-2022,1394177372,1465487567,11566.5,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:55:46,07-10-2022,5511940809,1400243933,7365.27,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:55:49,07-10-2022,5495088244,6223365730,6180.6,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:55:50,07-10-2022,6116657264,144438037,5746.56,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:55:51,07-10-2022,3806252141,4082343832,1000.26,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:55:53,07-10-2022,1915450576,4706175310,6505.37,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:55:53,07-10-2022,3231840762,1343544646,2051.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:55:54,07-10-2022,9599009457,835931677,15565.86,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:55:58,07-10-2022,6619905829,3381813969,4362.28,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:55:59,07-10-2022,390418862,5281798118,142.96,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:56:01,07-10-2022,8111221672,4369320829,1898.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:56:02,07-10-2022,9165589838,435895382,2731,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
